text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,_primary_case_type,_obfuscation_type,_original_text
"""Wе dіѕdаіn hоmорhоbіа. Wе lаugh аt thоѕе whо rеquіrе fеmаlе ѕubmіѕѕіоn."" Thаt'ѕ grеаt! І сhаllеngе yоu tо fіnd оnе реrѕоn аt Іmаgо whо іѕ ѕсаrеd (рhоbіа) оf gаyѕ, оr bеlіеvеѕ іn ""fеmаlе ѕubmіѕѕіоn"". 
Whаt а hооt!",0.4000000059604645,0.0,0.0,0.0,0.30000001192092896,0.20000000298023224,0.0,identity_attack,homoglyph,"""We disdain homophobia. We laugh at those who require female submission."" That's great! I challenge you to find one person at Imago who is scared (phobia) of gays, or believes in ""female submission"". 
What a hoot!"
Dur1ng 7h3 u$u@l gun b@n73r n0 0n3 y37 h@$ p01n73d 0u7 7h3 l1nk b37w33n @nch0rv1ll3'$ $3R10U$ drug pr0bl3m @nd 7h3 1ncr3@$1ng numb3r 0f cr1m3$ l1k3 7h1$.,0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,obscene,leet,During the usual gun banter no one yet has pointed out the link between Anchorville's SERIOUS drug problem and the increasing number of crimes like this.
Imagine_that!__Snow_in_Winter._What_the_heck_is_going_on?,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,obscene,underscore,Imagine that!  Snow in Winter. What the heck is going on?
"Y*s, I h*t*, I h*te to see the m*n*y I w*rk for to s*pp*rt my own f*m*ly t*k*n fr*m me and g*v*n to th*se who ch**se not to w*rk. I do not m*nd h*lp*ng th*se who h*ve tr**d ev*ry av*n*e to get a j*b, and st*ll h*ve a r**gh go of it. Its the v*st m*j*r*ty of on*s who are j*st to d*rn L*ZY to s*pp*rt th*ms*lv*s and th**r own th*t ann*y me. If you w*nt to w*rk you w*ll f*nd w*rk. You m*ght h*ve to m*ke s*cr*f*c*s or m*ve but you w*ll f*nd a j*b.",0.4000000059604645,0.0,0.30000001192092896,0.0,0.20000000298023224,0.0,0.0,obscene,asterisk,"Yes, I hate, I hate to see the money I work for to support my own family taken from me and given to those who choose not to work. I do not mind helping those who have tried every avenue to get a job, and still have a rough go of it. Its the vast majority of ones who are just to darn LAZY to support themselves and their own that annoy me. If you want to work you will find work. You might have to make sacrifices or move but you will find a job."
"Th*re w*re q**te a few anc**nt R*m*n l*ws th*t r*g*l*t*d p*rs*n*l b*h*v**r and ex*ct*d p*n*lt**s for br**k*ng th*se r*l*s. The Ex J*l*a de Ad*lt*r**s was one s*ch law th*t m*de ad*lt*ry a p*bl*c off*nse p*n*sh*ble by ex*l*. F*th*rs c**ld k*ll th**r ad*lt*r**s d**ght*rs and h*sb*nds c**ld k*ll th**r w*v*s if th*y w*re c**ght g**lty of th*s ch*rg*, so ex*le was act**lly a m*ld f*rm of p*n*shm*nt. A*g*st*s ev*n enf*rc*d th*s law on his own d**ght*r and his gr*ndd**ght*r.",0.30000001192092896,0.0,0.0,0.20000000298023224,0.0,0.0,0.0,threat,asterisk,"There were quite a few ancient Roman laws that regulated personal behavior and exacted penalties for breaking these rules. The Ex Julia de Adulteriis was one such law that made adultery a public offense punishable by exile. Fathers could kill their adulterous daughters and husbands could kill their wives if they were caught guilty of this charge, so exile was actually a mild form of punishment. Augustus even enforced this law on his own daughter and his granddaughter."
"It is n*th*ng but l**gh*ble th*t the s*pp*s*d fr*e m*rk*t B*g**l syc*ph*nts in Al*ska c*mpl**n ab**t in*d*q**te ind*c*m*nt of B*g**l, r*fl.",0.5,0.10000000149011612,0.10000000149011612,0.0,0.4000000059604645,0.0,0.0,obscene,asterisk,"It is nothing but laughable that the supposed free market BigOil sycophants in Alaska complain about inadequate inducement of BigOil, rofl."
"H3 7h1nk$ m0r3 m0n3y w0uld h@v3 c0nv1nc3d p30pl3 7h@7 h3, @ m3mb3r 0f 7h3 $3lf-n@m3d C0rrup7 B@$7@rd$ Club, w@$ n07 1n f@c7 c0rrup7. Wh@7 @ clu3l3$$ w@nk.",0.7916666865348816,0.0416666679084301,0.2083333283662796,0.0,0.7777777910232544,0.013888888992369175,0.013888888992369175,sexual_explicit,leet,"He thinks more money would have convinced people that he, a member of the self-named Corrupt Bastards Club, was not in fact corrupt. What a clueless wank."
"Yup,_he_should_be_held_responsible_and_given_the_praise_he_deserved_to_put_defend_himself_and_the_public_(including_yourself)_from_a_highly_dangerous_drug_addict.

We_would_be_a_much_safer_country_if_more_people_did_what_he_did._

Remember_a_pig_can_only_get_to_a_crime_scene_after_a_crime,_they_can't_be_there_when_it_happens,_most_of_the_time.",0.5,0.0,0.10000000149011612,0.0,0.4000000059604645,0.10000000149011612,0.10000000149011612,sexual_explicit,underscore,"Yup, he should be held responsible and given the praise he deserved to put defend himself and the public (including yourself) from a highly dangerous drug addict.

We would be a much safer country if more people did what he did. 

Remember a pig can only get to a crime scene after a crime, they can't be there when it happens, most of the time."
"Nо, but іѕ а gооd wаy tо роіnt tо thе fасtѕ І аm rеfеrеnсіng...аѕ іn nо оnе hаѕ thе rіght tо nоt раy thеіr bіll, аnd tіе uр rеntаl рrореrty. Yоur ѕhіt іѕ gеttіng ѕоld tо раy yоur bіll.",0.65625,0.015625,0.578125,0.0,0.515625,0.0,0.015625,sexual_explicit,homoglyph,"No, but is a good way to point to the facts I am referencing...as in no one has the right to not pay their bill, and tie up rental property. Your shit is getting sold to pay your bill."
F*rth*r pr**f th*t ec*n*m*c ill*t*r*cy l**ds to the b*l**f th*t d*m*cr*t*c s*c**l*sm is the answ*r to m*k*ng sm*ll b*s*n*ss and fr*e ent*rpr*se gr*w. M*ve to V*n*z**la and let me kn*w how th*t w*rks out for ya.,0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,asterisk,Further proof that economic illiteracy leads to the belief that democratic socialism is the answer to making small business and free enterprise grow. Move to Venezuela and let me know how that works out for ya.
"1 h@d @ c​h​0​1​c​3 @$ 1 @​p​p​r​0​@​c​h​3​d r​3​7​1​r​3​m​3​n​7 - q​u​1​7 my p​r​1​v​@​7​3 $​3​c​7​0​r j0b 70 g0 b​@​c​k 70 $​7​@​7​3 $​3​r​v​1​c​3 f0r 1 y​3​@​r 70 g37 v​3​$​7​3​d 70 7h3 f​1​v​3 y​3​@​r p​0​1​n​7 @nd c​0​l​l​3​c​7 7h3 r​3​$​u​l​7​1​n​g ""​p​3​n​$​1​0​n​""​.  17 w@$ @ n0 b​r​@​1​n​3​r 70 $​7​@​y 7​h​@​7 y​3​@​r 1n 7h3 p​r​1​v​@​7​3 $​3​c​7​0​r @nd m​@​k​3 @ b​1​g​g​3​r d​1​f​f​3​r​3​n​c​3 70 my r​3​7​1​r​3​m​3​n​7​.  N07 70 m​3​n​7​1​0​n 7h3 50% p@y cu7 1n 7​h​@​7 y​3​@​r​$​' w​@​g​3​$​. 7​1​3​r 111 $​u​c​k​3​d 7​h​@​7 b​@​d​l​y​.",0.5,0.0,0.4000000059604645,0.0,0.4000000059604645,0.0,0.4000000059604645,sexual_explicit,mixed,"I had a choice as I approached retirement - quit my private sector job to go back to State service for 1 year to get vested to the five year point and collect the resulting ""pension"".  It was a no brainer to stay that year in the private sector and make a bigger difference to my retirement.  Not to mention the 50% pay cut in that years' wages. Tier III sucked that badly."
"Hey L*g*n---w*lc*m*! Of c**rse I h*ve gr**t h*pe th*t l*c*l and c*nt*xt**l m*k*s c*mm*n*ty...*nd th*t we are bl*ss*d w*th a gr**t p*p*r m*k*s th*s h*pp*n. Of c**rse the sw**t-sp*t b*tw**n m*k*ng the c*mm*n*ty wh*le r*p*rt*ng...sp*rts wr*t*rs are gr**t and we n**d a c**ple of c*l*mn*sts for s*r*. So w*lc*m*, enj*y wh*t we h*v*, h*ve had and h*lp us m*ke for wh*t we w*ll h*v*.",0.1666666716337204,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,severe_toxicity,asterisk,"Hey Logan---welcome! Of course I have great hope that local and contextual makes community...and that we are blessed with a great paper makes this happen. Of course the sweet-spot between making the community while reporting...sports writers are great and we need a couple of columnists for sure. So welcome, enjoy what we have, have had and help us make for what we will have."
Wh@7 @ n1gh7m@r3 7h3$3 p30pl3 br1ng 70 @ll @r0und 7h3m.,0.4000000059604645,0.10000000149011612,0.0,0.0,0.30000001192092896,0.0,0.0,severe_toxicity,leet,What a nightmare these people bring to all around them.
"The t​r​a​i​t​o​r​s c​o​n​t​i​n​u​e to g​l​o​r​y in t​h​e​i​r t​h​e​f​t of a n​a​t​i​o​n u​s​i​n​g f​o​r​e​i​g​n a​g​e​n​t​s and p​e​r​f​o​r​m​i​n​g e​v​e​r​y f​a​s​c​i​s​t t​r​i​c​k in the b​o​o​k to i​n​s​t​a​l​l the g​l​o​r​y of the 4th R​e​i​c​h​.  All led by a G​e​r​m​a​n​-​h​e​r​i​t​a​g​e​, s​e​l​f​-​c​e​n​t​e​r​e​d​, a​r​r​o​g​a​n​t​, m​e​g​a​l​o​m​a​n​i​a​c b​l​i​n​d​e​d by g​r​e​e​d y​e​a​r​n​i​n​g for a​c​c​o​m​p​l​i​s​h​i​n​g w​h​a​t H​i​t​l​e​r and M​u​s​s​o​l​i​n​i f​a​i​l​e​d to a​c​c​o​m​p​l​i​s​h​.  All of the W​W​I​I v​e​t​e​r​a​n​s are s​p​i​n​n​i​n in t​h​e​i​r g​r​a​v​e​s as the G​e​r​m​a​n B​u​n​d​t a​s​c​e​n​d​s to a U​.​S​. D​i​c​t​a​t​o​r​s​h​i​p​.  T​r​a​i​t​o​r​s a​l​l​.",0.5600000023841858,0.03999999910593033,0.0,0.0,0.54666668176651,0.1733333319425583,0.0,identity_attack,zwsp,"The traitors continue to glory in their theft of a nation using foreign agents and performing every fascist trick in the book to install the glory of the 4th Reich.  All led by a German-heritage, self-centered, arrogant, megalomaniac blinded by greed yearning for accomplishing what Hitler and Mussolini failed to accomplish.  All of the WWII veterans are spinnin in their graves as the German Bundt ascends to a U.S. Dictatorship.  Traitors all."
"M​a​k​i​n​g d​u​m​b c​o​m​m​e​n​t​s l​i​k​e t​h​o​s​e a​r​e​n​'​t c​i​v​i​l​. T​h​e​y c​e​r​t​a​i​n​l​y d​o​n​'​t l​e​n​d to p​o​s​i​t​i​v​i​t​y​. B​e​s​i​d​e​s​, m​o​d​e​r​n day c​o​p​s d​o​n​'​t d​r​i​n​k c​o​f​f​e​e and eat d​o​n​u​t​s​. The d​r​i​n​k l​a​t​t​e​s and eat g​l​u​t​e​n f​r​e​e s​c​o​n​e​s​.",0.5352112650871277,0.0,0.056338027119636536,0.0,0.4647887349128723,0.0,0.0,obscene,zwsp,"Making dumb comments like those aren't civil. They certainly don't lend to positivity. Besides, modern day cops don't drink coffee and eat donuts. The drink lattes and eat gluten free scones."
"Why соddlе hореlеѕѕ аddісtѕ??  Ѕеt uр wоrk fаrmѕ fоr thеm tо dry оut аnd lеаrn а trаdе.  Іnсаrсеrаtе оr еxесutе thе kіngріnѕ bеhіnd thе mаѕѕіvе ѕurgе оf hеrоіn іn Аlаѕkа.  Whеn роlісе ѕее а саr full оf druggіеѕ wіth gunѕ, ѕtор thеm аnd tаkе аwаy аll аnd kеер dоіng ѕо,,,ѕсrеw thе АСLU  !!!!",0.4430379867553711,0.050632912665605545,0.08860759437084198,0.18987341225147247,0.29113924503326416,0.037974681705236435,0.012658228166401386,threat,homoglyph,"Why coddle hopeless addicts??  Set up work farms for them to dry out and learn a trade.  Incarcerate or execute the kingpins behind the massive surge of heroin in Alaska.  When police see a car full of druggies with guns, stop them and take away all and keep doing so,,,screw the ACLU  !!!!"
"""​@​n​0​7​h​3​r NY7 l​3​f​7​w​1​n​g 3​l​1​7​1​$​7 wh0 f​3​3​l​$ 3​v​3​r​y​0​n​3 wh0 d​1​$​@​g​r​3​3​$ w​1​7​h h1$ b​1​g​0​7​3​d w​0​r​l​d v​1​3​w 1$ 1​g​n​0​r​@​n​7​.​"" U​n​l​1​k​3 7h3 c​0​m​m​3​n​7​3​r wh0 p​0​$​7​3​d 7​h​@​7​. H​@​v​3 y0u h​3​@​r​d 7h3 p​h​r​@​$​3 ""​@​d​-​h​0​m​1​n​3​m @​r​g​u​m​3​n​7​?​"" 1​7​'​$ @ c​0​p​-​0​u​7​, n07 @n @​r​g​u​m​3​n​7​. @nd y​3​@​h​, p​0​7​$ @nd k​3​7​7​l​3​$​.",0.699999988079071,0.0,0.10000000149011612,0.0,0.699999988079071,0.0,0.0,obscene,mixed,"""Another NYT leftwing elitist who feels everyone who disagrees with his bigoted world view is ignorant."" Unlike the commenter who posted that. Have you heard the phrase ""ad-hominem argument?"" It's a cop-out, not an argument. And yeah, pots and kettles."
Hеy. І hаvе nоt hеаrd еddіе burkе ѕаy аnythіng thаtѕ rерugnаnt аѕ u hаvе. Іm dіѕарроіntеd n yоu.,0.5270270109176636,0.013513513840734959,0.027027027681469917,0.0,0.5270270109176636,0.013513513840734959,0.013513513840734959,sexual_explicit,homoglyph,Hey. I have not heard eddie burke say anything thats repugnant as u have. Im disappointed n you.
"Then,_why_did_Thomas_Jefferson(R),_appoint_Albert_Gallatin(R)_as_Secretary_of_Treasury,_and_with_the_first_National_Budget_Surplus,_adjust_the_debt_to_buy_Louisiana_for_$188.00_a_square_mile?_Steeple_are_brainwashed,_when_facts_do_matter._At_3.4_cents_an_acre,_compared_to_2,_for_Alaska,_at_William_H._Seward(R)_brain_trust.inc

Shall_we_discuss_stealing_Mexico,_and_the_Democratic_Party,_when_discussing_Juneau,_never_forget_what_a_democrat_is,_two_parties_of_oil_puppets_just_like_a_Texan,_Texas_North.",0.0,0.0,0.20000000298023224,0.0,0.0,0.20000000298023224,0.0,identity_attack,underscore,"Then, why did Thomas Jefferson(R), appoint Albert Gallatin(R) as Secretary of Treasury, and with the first National Budget Surplus, adjust the debt to buy Louisiana for $188.00 a square mile? Steeple are brainwashed, when facts do matter. At 3.4 cents an acre, compared to 2, for Alaska, at William H. Seward(R) brain trust.inc

Shall we discuss stealing Mexico, and the Democratic Party, when discussing Juneau, never forget what a democrat is, two parties of oil puppets just like a Texan, Texas North."
"7​h​@​n​k y0u Mr. B​u​r​k​3 f0r y​0​u​r $​7​@​7​3​m​3​n​7​$​.  My f​r​1​3​n​d​$​, f​@​m​1​l​y​, @nd 1 @r3 1n 7​0​7​@​l @​g​r​3​3​m​3​n​7 w​1​7​h y​0​u​.  Mr. 7​r​u​m​p 1$ m​0​r​3 7​h​@​n @n 3​m​b​@​r​r​@​$​$​m​3​n​7 70 0ur n​@​7​1​0​n​.  H3 r​3​p​r​3​$​3​n​7​$ @ $​1​d​3 0f u$ 7​h​@​7 1$ @​b​0​m​1​n​@​b​l​3 @nd h​3​1​n​0​u​$​.  R​3​m​3​m​b​3​r d​u​r​1​n​g 7h3 c​@​m​p​@​1​g​n w​h​3​n h3 1​m​1​7​@​7​3​d @ p​h​y​$​1​c​@​l​l​y c​h​@​l​l​3​n​g​3​d r​3​p​0​r​7​3​r​?  H3 $​h​0​w​3​d h1$ 7​r​u​3 c​0​l​0​r​$ 7​h​3​n @nd h@$ c​0​n​7​1​n​u​3​d 70 d​1​$​g​u​$​7 u$.  H3 c​3​r​7​@​1​n​l​y d​0​3​$ n07 r​3​p​r​3​$​3​n​7 C​h​r​1​$​7​'​$ 7​3​@​c​h​1​n​g​$ 0r 7h3 7​3​@​c​h​1​n​g​$ 0f @ny m​@​1​n​$​7​r​3​@​m r​3​l​1​g​1​0​n​. H0w @ny d​3​c​3​n​7​, 7​h​0​u​g​h​7​f​u​l​, 1​n​7​3​l​l​1​g​3​n​7 h​u​m​@​n b​3​1​n​g c​0​u​l​d h​@​v​3 v​0​7​3​d f0r h1m 1 d0 n07 k​n​0​w​.",0.5,0.10000000149011612,0.0,0.0,0.4000000059604645,0.20000000298023224,0.0,identity_attack,mixed,"Thank you Mr. Burke for your statements.  My friends, family, and I are in total agreement with you.  Mr. Trump is more than an embarrassment to our nation.  He represents a side of us that is abominable and heinous.  Remember during the campaign when he imitated a physically challenged reporter?  He showed his true colors then and has continued to disgust us.  He certainly does not represent Christ's teachings or the teachings of any mainstream religion. How any decent, thoughtful, intelligent human being could have voted for him I do not know."
Whеrе thеrе'ѕ trаіnѕ thеrе wіll bе wrесkѕ...,0.20000000298023224,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,homoglyph,Where there's trains there will be wrecks...
"V*ry s*dly our l*g*sl*t*r*s h*ve ag**n k*ck*d th*s iss*e d*wn the r**d w*th the exc*se th*t th*y n**d m*re inf*rm*t**n.  Our eld*rly c*t*z*ns' s*ff*r*ng w*ll only incr**se as a r*s*lt.  Th*r*'s an old ad*ge th*t ""Y*u can exp*ct wh*t you insp*ct"" wh*ch c*rt**nly h*lds tr*e in th*s c*s*.  Wh*le the n*mb*r of pr*v*d*rs and th**r cl**nts s*rv*d are st**d*ly incr**s*ng, st*ff*ng to p*rf*rm ov*rs*ght r*p*rt*dly is d*cr**s*ng.  Th*s is an un*cc*pt*ble and emb*rr*ss*ng tr*nd in a s*pp*s*dly pr*gr*ss*ve and h*ghly d*m*cr*t*c st*t*.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.1666666716337204,sexual_explicit,asterisk,"Very sadly our legislatures have again kicked this issue down the road with the excuse that they need more information.  Our elderly citizens' suffering will only increase as a result.  There's an old adage that ""You can expect what you inspect"" which certainly holds true in this case.  While the number of providers and their clients served are steadily increasing, staffing to perform oversight reportedly is decreasing.  This is an unacceptable and embarrassing trend in a supposedly progressive and highly democratic state."
"T​h​a​t w​o​u​l​d be an u​n​k​n​o​w​i​n​g p​i​m​p​, Mr. L​i​s​t​e​r​, and who t​o​d​a​y e​v​e​n k​n​o​w​s who N​e​i​l G​o​l​d​s​c​h​m​i​d​t w​a​s​?   T​h​i​s p​u​b​l​i​c​a​t​i​o​n I s​t​a​r​t​e​d is not l​o​n​g for the w​o​r​l​d​, e​i​t​h​e​r​, I​M​H​O​.       In the m​e​a​n​t​i​m​e​, why d​o​n​'​t t​h​e​y do s​o​m​e g​o​o​d w​o​r​k​?  And why a​r​e​n​'​t you s​t​i​l​l w​r​i​t​i​n​g for the l​o​c​a​l L​i​b​e​r​t​a​r​i​a​n r​a​g​, as t​o​d​a​y​'​s r​e​l​e​v​a​n​c​e g​o​e​s​?",0.20000000298023224,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,obscene,zwsp,"That would be an unknowing pimp, Mr. Lister, and who today even knows who Neil Goldschmidt was?   This publication I started is not long for the world, either, IMHO.       In the meantime, why don't they do some good work?  And why aren't you still writing for the local Libertarian rag, as today's relevance goes?"
That's_as_funny_as_crap_in_a_Care_Package....,0.7571428418159485,0.02857142873108387,0.6857143044471741,0.0,0.41428571939468384,0.0,0.0,obscene,underscore,That's as funny as crap in a Care Package....
"1 h0n3$7ly d0n'7 h@v3 @ pr0bl3m w17h p30pl3 1n publ1c 0ff1c3 h0ld1ng $7r0ng r3l1g10u$ b3l13f$, bu7 w17h 7h1$ 0n3 1'm ju$7 @ b17 c0nfu$3d. 1f y0u cl@1m y0u d0n'7 h@v3 h0m0ph0b1c 0r m1$0gyn1$71c b3l13f$ @nd y0u gr3w up w17h0u7 r3l1g10n (@nd 7h3n f0und r3l1g10n), why d1d y0u ch00$3 7h3 $3c7 7h@7 3mph@$1z3$ m1$0gyny @nd h0m0ph0b1@ $0 much?",0.10000000149011612,0.0,0.0,0.0,0.10000000149011612,0.10000000149011612,0.0,identity_attack,leet,"I honestly don't have a problem with people in public office holding strong religious beliefs, but with this one I'm just a bit confused. If you claim you don't have homophobic or misogynistic beliefs and you grew up without religion (and then found religion), why did you choose the sect that emphasizes misogyny and homophobia SO much?"
"P$$$$$7.  7h3r3'$ wh173 p30pl3 l1v1ng 1n @fr1c@, p@$$ 17 0n!",0.2448979616165161,0.0,0.0,0.0,0.020408162847161293,0.2448979616165161,0.0,identity_attack,leet,"Pssssst.  There's white people living in Africa, pass it on!"
B*RN**s is aw*s*me we sh**ld h*ve b**n l*st*n*ng to him for d*c*d*s.  H*'s not a c*mm*n*st.  L**rn wh*t B*RN*E is ab**t b*f*re you wr*te s*ch r*bb*sh.  https://y**t*.b*/R*3NKvvxcSs,0.4000000059604645,0.0,0.10000000149011612,0.0,0.30000001192092896,0.0,0.0,obscene,asterisk,BERNIEs is awesome we should have been listening to him for decades.  He's not a communist.  Learn what BERNIE is about before you write such rubbish.  https://youtu.be/RU3NKvvxcSs
"S​e​e​, t​h​i​s is why r​e​a​s​o​n​i​n​g p​e​o​p​l​e d​i​s​l​i​k​e y​o​u​r f​a​i​t​h​, you are d​r​a​w​i​n​g s​e​v​e​r​a​l f​a​l​s​e e​q​u​i​v​a​l​e​n​c​i​e​s and p​r​o​p​p​i​n​g up s​t​r​a​w men r​a​t​h​e​r t​h​a​n e​n​g​a​g​e in any k​i​n​d of t​h​o​u​g​h​t​f​u​l d​e​b​a​t​e​. M​a​r​r​i​a​g​e e​x​i​s​t​e​d p​r​i​o​r to y​o​u​r r​e​l​i​g​i​o​u​s t​r​a​d​i​t​i​o​n​s​, and c​h​i​l​d​r​e​n and a​n​i​m​a​l​s c​a​n​n​o​t c​o​n​s​e​n​t to s​e​x​u​a​l r​e​l​a​t​i​o​n​s (​i​t​s r​a​p​e​) or l​e​g​a​l c​o​n​t​r​a​c​t​s​. Y​o​u​r a​r​g​u​m​e​n​t s​u​c​h as it is, is i​r​r​e​l​e​v​a​n​t and m​e​a​n​i​n​g​l​e​s​s​.",0.5,0.0,0.0,0.0,0.30000001192092896,0.20000000298023224,0.4000000059604645,sexual_explicit,zwsp,"See, this is why reasoning people dislike your faith, you are drawing several false equivalencies and propping up straw men rather than engage in any kind of thoughtful debate. Marriage existed prior to your religious traditions, and children and animals cannot consent to sexual relations (its rape) or legal contracts. Your argument such as it is, is irrelevant and meaningless."
"Op*n**ns are l*ke b**ld*ngs w*th**t the f**nd*t**n of f*cts. 

Tr*mp was a b*rth*r att*ck dog th*t R*p*bl*c*ns g*ve a l*ng l**sh. Now th*y w*nt to r**gn him in. Too l*t*.",0.30000001192092896,0.0,0.0,0.0,0.30000001192092896,0.0,0.0,insult,asterisk,"Opinions are like buildings without the foundation of facts. 

Trump was a birther attack dog that Republicans gave a long leash. Now they want to reign him in. Too late."
"A dog can be r​e​g​i​s​t​e​r​e​d as an ""​a​g​g​r​e​s​s​i​v​e d​o​g​"" b​a​s​e​d on a​n​y​b​o​d​y​'​s c​o​m​p​l​a​i​n​t​. S​u​r​e​l​y m​a​d​e s​o​m​e​b​o​d​y ""​u​n​c​o​m​f​o​r​t​a​b​l​e​"" b​e​c​a​u​s​e he b​a​r​k​e​d at t​h​e​m -- t​h​i​s h​a​p​p​e​n​s all the t​i​m​e​. S​o​u​n​d​s l​i​k​e the dog has n​e​v​e​r bit or o​t​h​e​r​w​i​s​e h​u​r​t a​n​y​b​o​d​y in his l​i​f​e​.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,identity_attack,zwsp,"A dog can be registered as an ""aggressive dog"" based on anybody's complaint. Surely made somebody ""uncomfortable"" because he barked at them -- this happens all the time. Sounds like the dog has never bit or otherwise hurt anybody in his life."
"Kc,_I_like_Gary_Stevens._Sadly_he’s_a_dying_breed–_a_“good_republican.”_I_was_a_“good_republican”_and_Gary_Stevens_reminds_me_of_the_republican_I_was,_but_now_that’s_gone._Dead._Gary_Stevens_is_one_of_the_last_gasping_breaths_of_the_Party_of_Lincoln,_(soon_to_be_as_starkly_lifeless_as_Lincoln’s_big_marbleized_sculpture).",0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204,threat,underscore,"Kc, I like Gary Stevens. Sadly he’s a dying breed– a “good republican.” I was a “good republican” and Gary Stevens reminds me of the republican I was, but now that’s gone. Dead. Gary Stevens is one of the last gasping breaths of the Party of Lincoln, (soon to be as starkly lifeless as Lincoln’s big marbleized sculpture)."
L​o​v​e t​h​a​t t​h​e​y a​l​s​o p​a​r​t​i​c​i​p​a​t​e in the P​o​r​t​l​a​n​d F​a​r​m​e​r​'​s M​a​r​k​e​t at P​S​U​.​.​. and t​r​y​i​n​g to g​l​u​t​e​n​-​s​h​a​m​e T​a​s​t​e​b​u​d and p​r​o​p​p​i​n​g P​a​p​a M​u​r​p​h​y​'​s in the s​a​m​e s​e​n​t​e​n​c​e is l​a​u​g​h​a​b​l​e​.,0.6000000238418579,0.0,0.0,0.0,0.6000000238418579,0.0,0.0,insult,zwsp,Love that they also participate in the Portland Farmer's Market at PSU... and trying to gluten-shame Tastebud and propping Papa Murphy's in the same sentence is laughable.
"Раulіе hаtеѕ іt, whеnеvеr аnyоnе mеntіоnѕ hіѕ buddіеѕ, thе Kосh brоthеrѕ.",0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,obscene,homoglyph,"Paulie hates it, whenever anyone mentions his buddies, the Koch brothers."
"7h3 3l3c7r1c17y w0uld N07 b3 ch3@p.  7h@7'$ 0n3 0f 7h3 m@j0r pr0bl3m$ w17h $uHydr0.  7h3 pr1c3 1$ 1n 7h3 25 c3n7$ @ kwhr r@ng3 , 25% @b0v3 wh@7 1$ p@1d n0w p3r 7@r1ff.  0n3 c0uld n3v3r @ff0rd 70 h3@7 w17h 7h@7, 3$p3c1@lly @f73r purch@$3/1n$7@ll@710n 0f @ g307h3rm@l h3@7pump.",0.0,0.0,0.0,0.0,0.0,0.0,0.1666666716337204,sexual_explicit,leet,"The electricity would NOT be cheap.  That's one of the major problems with SuHydro.  The price is in the 25 cents a kwhr range , 25% above what is paid now per tariff.  One could never afford to heat with that, especially after purchase/installation of a geothermal heatpump."
"Check_into_an_all-inclusive_resort_on_the_South_coast_of_Jamaica_and_fail_to_specify_that_you_want_the_""Prude_Side""_and_not_the_""Nude_Side""_because_you_don't_know_that_those_two_options_exist;_that_will_definitely_make_your_business_conference_much_more_interesting!",0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,sexual_explicit,underscore,"Check into an all-inclusive resort on the South coast of Jamaica and fail to specify that you want the ""Prude Side"" and not the ""Nude Side"" because you don't know that those two options exist; that will definitely make your business conference much more interesting!"
"Ted Cr*z is f*r, far too n*rr*w m*nd*d and ign*r*nt to be Pr*s*d*nt, but so f*r, n*ne of the pr*s*d*nt**l c*nd*d*t*s s**m to h*ve any new id**s ab**t how to s*lve the t*rr*r*sm pr*bl*m. L*ke Cr*z, th*y j*st tr*t out id**s th*t h*ve alr**dy f**l*d.
St*ph*n J. R*m*ngt*n",0.4000000059604645,0.0,0.0,0.0,0.30000001192092896,0.0,0.0,insult,asterisk,"Ted Cruz is far, far too narrow minded and ignorant to be President, but so far, none of the presidential candidates seem to have any new ideas about how to solve the terrorism problem. Like Cruz, they just trot out ideas that have already failed.
Stephen J. Remington"
"Please_be_a_little_respectful._Stupid_comments_only_reflect_stupidity._Brian_was_a_wonderful_human_being_and_if_he_were_still_here,_he_would_offer_you_his_shirt_off_his_back._Thats_the_kind_of_person_I_remember._Though_a_bad_decision_on_his_part_that_night,_he_will_always_be_loved_deeply_from_his__thousands_of_friends_that_he_left_a_mark_on._I_knew_him_for_a_very_short_time_in_my_life,_butI_have_so_many_great_memories_of_him_that_makes_me_a_blessed_man_to_have_known_him._Live_forever_in_Paradise_Brian.",0.4545454680919647,0.0,0.09090909361839294,0.0,0.6363636255264282,0.0,0.0,obscene,underscore,"Please be a little respectful. Stupid comments only reflect stupidity. Brian was a wonderful human being and if he were still here, he would offer you his shirt off his back. Thats the kind of person I remember. Though a bad decision on his part that night, he will always be loved deeply from his  thousands of friends that he left a mark on. I knew him for a very short time in my life, butI have so many great memories of him that makes me a blessed man to have known him. Live forever in Paradise Brian."
